research_no,id,hotel_name,prefecture,station,jalan_url,jalan_hotel_name,verification_status,live_h1,live_title,name_similarity,prefecture_on_page,audit_status,error
156,stage-052-3,リッチモンドホテル東京武蔵野,東京都,三鷹,https://www.jalan.net/yad328441/,リッチモンドホテル東京武蔵野,verified,リッチモンドホテル東京武蔵野の施設概要,リッチモンドホテル東京武蔵野 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
157,stage-053-1,リッチモンドホテル東京武蔵野,東京都,三鷹,https://www.jalan.net/yad328441/,リッチモンドホテル東京武蔵野,verified,リッチモンドホテル東京武蔵野の施設概要,リッチモンドホテル東京武蔵野 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
158,stage-053-2,三鷹シティホテル,東京都,三鷹,https://www.jalan.net/yad398198/,三鷹シティホテル,verified,三鷹シティホテルの施設概要,三鷹シティホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
159,stage-053-3,JR東日本ホテルメッツ 武蔵境,東京都,武蔵境,https://www.jalan.net/yad306355/,JR東日本ホテルメッツ 武蔵境,verified,JR東日本ホテルメッツ 武蔵境の施設概要,JR東日本ホテルメッツ 武蔵境 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
160,stage-054-1,リッチモンドホテル東京武蔵野,東京都,三鷹,https://www.jalan.net/yad328441/,リッチモンドホテル東京武蔵野,verified,リッチモンドホテル東京武蔵野の施設概要,リッチモンドホテル東京武蔵野 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
161,stage-054-2,三鷹シティホテル,東京都,三鷹,https://www.jalan.net/yad398198/,三鷹シティホテル,verified,三鷹シティホテルの施設概要,三鷹シティホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
162,stage-054-3,JR東日本ホテルメッツ 武蔵境,東京都,武蔵境,https://www.jalan.net/yad306355/,JR東日本ホテルメッツ 武蔵境,verified,JR東日本ホテルメッツ 武蔵境の施設概要,JR東日本ホテルメッツ 武蔵境 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
163,stage-055-1,JR東日本ホテルメッツ 高円寺,東京都,高円寺,https://www.jalan.net/yad360888/,JR東日本ホテルメッツ 高円寺,verified,JR東日本ホテルメッツ 高円寺の施設概要,JR東日本ホテルメッツ 高円寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
164,stage-055-2,ビジネスホテル クレセント,東京都,中野,https://www.jalan.net/yad326133/,ビジネスホテル クレセント,verified,ビジネスホテル クレセントの施設概要,ビジネスホテル クレセント - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
165,stage-055-3,ホテルルートイン東京阿佐ヶ谷,東京都,南阿佐ヶ谷,https://www.jalan.net/yad340828/,ホテルルートイン東京阿佐ヶ谷,verified,ホテルルートイン東京阿佐ヶ谷の施設概要,ホテルルートイン東京阿佐ヶ谷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
166,stage-056-1,JR東日本ホテルメッツ 高円寺,東京都,高円寺,https://www.jalan.net/yad360888/,JR東日本ホテルメッツ 高円寺,verified,JR東日本ホテルメッツ 高円寺の施設概要,JR東日本ホテルメッツ 高円寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
167,stage-056-2,ビジネスホテル クレセント,東京都,中野,https://www.jalan.net/yad326133/,ビジネスホテル クレセント,verified,ビジネスホテル クレセントの施設概要,ビジネスホテル クレセント - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
168,stage-056-3,ホテルルートイン東京阿佐ヶ谷,東京都,南阿佐ヶ谷,https://www.jalan.net/yad340828/,ホテルルートイン東京阿佐ヶ谷,verified,ホテルルートイン東京阿佐ヶ谷の施設概要,ホテルルートイン東京阿佐ヶ谷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
169,stage-057-1,ビジネスホテル クレセント,東京都,中野,https://www.jalan.net/yad326133/,ビジネスホテル クレセント,verified,ビジネスホテル クレセントの施設概要,ビジネスホテル クレセント - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
170,stage-057-2,JR東日本ホテルメッツ 高円寺,東京都,高円寺,https://www.jalan.net/yad360888/,JR東日本ホテルメッツ 高円寺,verified,JR東日本ホテルメッツ 高円寺の施設概要,JR東日本ホテルメッツ 高円寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
171,stage-057-3,ホテルルートイン東京阿佐ヶ谷,東京都,南阿佐ヶ谷,https://www.jalan.net/yad340828/,ホテルルートイン東京阿佐ヶ谷,verified,ホテルルートイン東京阿佐ヶ谷の施設概要,ホテルルートイン東京阿佐ヶ谷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
172,stage-058-1,ビジネスホテル クレセント,東京都,中野,https://www.jalan.net/yad326133/,ビジネスホテル クレセント,verified,ビジネスホテル クレセントの施設概要,ビジネスホテル クレセント - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
173,stage-058-2,JR東日本ホテルメッツ 高円寺,東京都,高円寺,https://www.jalan.net/yad360888/,JR東日本ホテルメッツ 高円寺,verified,JR東日本ホテルメッツ 高円寺の施設概要,JR東日本ホテルメッツ 高円寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
174,stage-058-3,ホテルルートイン東京阿佐ヶ谷,東京都,南阿佐ヶ谷,https://www.jalan.net/yad340828/,ホテルルートイン東京阿佐ヶ谷,verified,ホテルルートイン東京阿佐ヶ谷の施設概要,ホテルルートイン東京阿佐ヶ谷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
175,stage-059-1,ビジネスホテル クレセント,東京都,中野,https://www.jalan.net/yad326133/,ビジネスホテル クレセント,verified,ビジネスホテル クレセントの施設概要,ビジネスホテル クレセント - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
176,stage-059-2,JR東日本ホテルメッツ 高円寺,東京都,高円寺,https://www.jalan.net/yad360888/,JR東日本ホテルメッツ 高円寺,verified,JR東日本ホテルメッツ 高円寺の施設概要,JR東日本ホテルメッツ 高円寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
177,stage-059-3,ホテルルートイン東京阿佐ヶ谷,東京都,南阿佐ヶ谷,https://www.jalan.net/yad340828/,ホテルルートイン東京阿佐ヶ谷,verified,ホテルルートイン東京阿佐ヶ谷の施設概要,ホテルルートイン東京阿佐ヶ谷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
178,stage-060-1,ビジネスホテル クレセント,東京都,中野,https://www.jalan.net/yad326133/,ビジネスホテル クレセント,verified,ビジネスホテル クレセントの施設概要,ビジネスホテル クレセント - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
179,stage-060-2,JR東日本ホテルメッツ 高円寺,東京都,高円寺,https://www.jalan.net/yad360888/,JR東日本ホテルメッツ 高円寺,verified,JR東日本ホテルメッツ 高円寺の施設概要,JR東日本ホテルメッツ 高円寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
180,stage-060-3,ホテルルートイン東京阿佐ヶ谷,東京都,南阿佐ヶ谷,https://www.jalan.net/yad340828/,ホテルルートイン東京阿佐ヶ谷,verified,ホテルルートイン東京阿佐ヶ谷の施設概要,ホテルルートイン東京阿佐ヶ谷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
181,stage-061-1,ビジネスホテル クレセント,東京都,中野,https://www.jalan.net/yad326133/,ビジネスホテル クレセント,verified,ビジネスホテル クレセントの施設概要,ビジネスホテル クレセント - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
182,stage-061-2,JR東日本ホテルメッツ 高円寺,東京都,高円寺,https://www.jalan.net/yad360888/,JR東日本ホテルメッツ 高円寺,verified,JR東日本ホテルメッツ 高円寺の施設概要,JR東日本ホテルメッツ 高円寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
183,stage-061-3,ホテルルートイン東京阿佐ヶ谷,東京都,南阿佐ヶ谷,https://www.jalan.net/yad340828/,ホテルルートイン東京阿佐ヶ谷,verified,ホテルルートイン東京阿佐ヶ谷の施設概要,ホテルルートイン東京阿佐ヶ谷 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
184,stage-062-1,ホテルグランドシティ,東京都,池袋東口,https://www.jalan.net/yad317472/,ホテルグランドシティ,verified,ホテルグランドシティの施設概要,ホテルグランドシティ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
185,stage-062-2,ホテルリソル池袋,東京都,東池袋・池袋,https://www.jalan.net/yad386545/,ホテルリソル池袋,verified,ホテルリソル池袋の施設概要,ホテルリソル池袋 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
186,stage-062-3,京王プレッソイン池袋,東京都,東池袋・池袋,https://www.jalan.net/yad333355/,京王プレッソイン池袋,verified,京王プレッソイン池袋の施設概要,京王プレッソイン池袋 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
187,stage-063-1,TOKIO's HOTEL,東京都,王子,,,no_current_jalan_link,,,,,no_url,
188,stage-063-2,東横INN京浜東北線王子駅北口,東京都,王子,https://www.jalan.net/yad378762/,東横ＩＮＮ京浜東北線王子駅北口,verified,東横ＩＮＮ京浜東北線王子駅北口の施設概要,東横ＩＮＮ京浜東北線王子駅北口 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
189,stage-063-3,JR東日本ホテルメッツ 赤羽,東京都,赤羽,https://www.jalan.net/yad312583/,JR東日本ホテルメッツ 赤羽,verified,JR東日本ホテルメッツ 赤羽の施設概要,JR東日本ホテルメッツ 赤羽 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
190,stage-064-1,ホテルカデンツァ東京,東京都,光が丘,https://www.jalan.net/yad318646/,ホテルカデンツァ東京,verified,ホテルカデンツァ東京の施設概要,ホテルカデンツァ東京 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
191,stage-064-2,和光市東武ホテル,東京都,和光市,https://www.jalan.net/yad370584/,和光市東武ホテル,verified,和光市東武ホテルの施設概要,和光市東武ホテル - 宿泊予約は＜じゃらんnet＞,0.97,False,suspect,
192,stage-064-3,東横INN和光市駅前,東京都,和光市,https://www.jalan.net/yad329704/,東横ＩＮＮ和光市駅前,verified,東横ＩＮＮ和光市駅前の施設概要,東横ＩＮＮ和光市駅前 - 宿泊予約は＜じゃらんnet＞,0.97,False,suspect,
193,stage-065-1,東急ステイ目黒・祐天寺,東京都,祐天寺,https://www.jalan.net/yad322009/,東急ステイ目黒・祐天寺,verified,東急ステイ目黒・祐天寺の施設概要,東急ステイ目黒・祐天寺 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
194,stage-065-2,ホテルミッドイン目黒駅前,東京都,目黒,https://www.jalan.net/yad351481/,ネストホテルオルト目黒駅前,rebranded_current_page,ネストホテルオルト目黒駅前の施設概要,ネストホテルオルト目黒駅前 - 宿泊予約は＜じゃらんnet＞,0.4667,True,suspect,
195,stage-065-3,ホテルアベスト目黒,東京都,目黒,https://www.jalan.net/yad375748/,ホテルアベスト目黒,verified,ホテルアベスト目黒の施設概要,ホテルアベスト目黒 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
196,stage-066-1,ホテルマイステイズ蒲田,東京都,蒲田,https://www.jalan.net/yad328010/,ホテルマイステイズ蒲田,verified,ホテルマイステイズ蒲田の施設概要,ホテルマイステイズ蒲田 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
197,stage-066-2,ビジネスイン和,東京都,蒲田,https://www.jalan.net/yad380776/,ビジネスイン和,verified,ビジネスイン和の施設概要,ビジネスイン和 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
198,stage-066-3,グランパークホテル パネックス東京,東京都,蒲田,https://www.jalan.net/yad332385/,グランパークホテル パネックス東京,verified,グランパークホテル パネックス東京の施設概要,グランパークホテル パネックス東京 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
199,stage-067-1,ホテル トレンド 浅草,東京都,浅草,https://www.jalan.net/yad337634/,ホテルトレンド浅草,verified,ホテルトレンド浅草の施設概要,ホテルトレンド浅草 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
200,stage-067-2,アパホテル〈浅草 田原町駅前〉,東京都,田原町・浅草,https://www.jalan.net/yad347008/,アパホテル〈浅草 田原町駅前〉,verified,アパホテル〈浅草 田原町駅前〉の施設概要,アパホテル〈浅草 田原町駅前〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
201,stage-067-3,ホテルウィングインターナショナルセレクト浅草駒形,東京都,浅草・蔵前,https://www.jalan.net/yad357688/,KOKO HOTEL 浅草駒形,rebranded_current_page,KOKO HOTEL 浅草駒形の施設概要,KOKO HOTEL 浅草駒形 - 宿泊予約は＜じゃらんnet＞,0.1905,True,suspect,
202,stage-068-1,ホテル トレンド 浅草,東京都,浅草,https://www.jalan.net/yad337634/,ホテルトレンド浅草,verified,ホテルトレンド浅草の施設概要,ホテルトレンド浅草 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
203,stage-068-2,アパホテル〈浅草 田原町駅前〉,東京都,田原町・浅草,https://www.jalan.net/yad347008/,アパホテル〈浅草 田原町駅前〉,verified,アパホテル〈浅草 田原町駅前〉の施設概要,アパホテル〈浅草 田原町駅前〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
204,stage-068-3,ホテルウィングインターナショナルセレクト浅草駒形,東京都,浅草・蔵前,https://www.jalan.net/yad357688/,KOKO HOTEL 浅草駒形,rebranded_current_page,KOKO HOTEL 浅草駒形の施設概要,KOKO HOTEL 浅草駒形 - 宿泊予約は＜じゃらんnet＞,0.1905,True,suspect,
205,stage-069-1,スーパーホテル品川・新馬場,東京都,新馬場,https://www.jalan.net/yad304182/,スーパーホテル品川・新馬場 高濃度炭酸泉 七福神の湯,verified,スーパーホテル品川・新馬場 高濃度炭酸泉 七福神の湯の施設概要,スーパーホテル品川・新馬場 高濃度炭酸泉 七福神の湯 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
206,stage-069-2,東横INN品川港南口天王洲アイル,東京都,天王洲アイル,https://www.jalan.net/yad390736/,東横ＩＮＮ品川港南口天王洲アイル,verified,東横ＩＮＮ品川港南口天王洲アイルの施設概要,東横ＩＮＮ品川港南口天王洲アイル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
207,stage-069-3,アパホテル〈品川 泉岳寺駅前〉,東京都,泉岳寺,https://www.jalan.net/yad354769/,アパホテル〈品川 泉岳寺駅前〉,verified,アパホテル〈品川 泉岳寺駅前〉の施設概要,アパホテル〈品川 泉岳寺駅前〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
208,stage-070-1,ホテルグランドシティ,東京都,池袋東口,https://www.jalan.net/yad317472/,ホテルグランドシティ,verified,ホテルグランドシティの施設概要,ホテルグランドシティ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
209,stage-070-2,ホテルリソル池袋,東京都,東池袋・池袋,https://www.jalan.net/yad386545/,ホテルリソル池袋,verified,ホテルリソル池袋の施設概要,ホテルリソル池袋 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
210,stage-070-3,京王プレッソイン池袋,東京都,東池袋・池袋,https://www.jalan.net/yad333355/,京王プレッソイン池袋,verified,京王プレッソイン池袋の施設概要,京王プレッソイン池袋 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
211,stage-071-1,アパホテル〈上野駅前〉,東京都,上野,https://www.jalan.net/yad309641/,アパホテル〈上野駅前〉,verified,アパホテル〈上野駅前〉の施設概要,アパホテル〈上野駅前〉 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
212,stage-071-2,上野ホテル,東京都,上野・入谷,https://www.jalan.net/yad349496/,Uhome上野ホテル,verified,Uhome上野ホテルの施設概要,Uhome上野ホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
213,stage-071-3,ベッセルイン上野入谷駅前,東京都,入谷,https://www.jalan.net/yad316610/,ベッセルイン上野入谷駅前,verified,ベッセルイン上野入谷駅前の施設概要,ベッセルイン上野入谷駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
214,stage-072-1,ホテルエミシア東京立川,東京都,立川,https://www.jalan.net/yad322793/,ホテルエミシア東京立川,verified,ホテルエミシア東京立川の施設概要,ホテルエミシア東京立川 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
215,stage-072-2,立川リージェントホテル,東京都,立川,https://www.jalan.net/yad378921/,立川リージェントホテル,verified,立川リージェントホテルの施設概要,立川リージェントホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
216,stage-072-3,ホテルマイステイズ立川,東京都,立川,https://www.jalan.net/yad314924/,ホテルマイステイズ立川,verified,ホテルマイステイズ立川の施設概要,ホテルマイステイズ立川 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
217,stage-073-1,京急EXイン 羽田イノベーションシティ,東京都,天空橋,https://www.jalan.net/yad317988/,京急ＥＸイン 羽田イノベーションシティ,verified,京急ＥＸイン 羽田イノベーションシティの施設概要,京急ＥＸイン 羽田イノベーションシティ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
218,stage-073-2,ホテルメトロポリタン 羽田,東京都,天空橋,https://www.jalan.net/yad308818/,ホテルメトロポリタン羽田,verified,ホテルメトロポリタン羽田の施設概要,ホテルメトロポリタン羽田 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
219,stage-073-3,京急EXイン 羽田,東京都,天空橋・穴守稲荷,https://www.jalan.net/yad354515/,京急ＥＸイン羽田[天空橋駅前Ａ２出口徒歩３分],manual_verified,京急ＥＸイン羽田[天空橋駅前Ａ２出口徒歩３分]の施設概要,京急ＥＸイン羽田[天空橋駅前Ａ２出口徒歩３分] - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
220,stage-074-1,東横INN鶯谷駅前,東京都,鶯谷,https://www.jalan.net/yad356514/,東横ＩＮＮ鶯谷駅前,verified,東横ＩＮＮ鶯谷駅前の施設概要,東横ＩＮＮ鶯谷駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
221,stage-074-2,ホテルセレッソ,東京都,鶯谷・日暮里,https://www.jalan.net/yad304178/,ホテル セレッソ,verified,ホテル セレッソの施設概要,ホテル セレッソ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
222,stage-074-3,ベッセルイン上野入谷駅前,東京都,入谷,https://www.jalan.net/yad316610/,ベッセルイン上野入谷駅前,verified,ベッセルイン上野入谷駅前の施設概要,ベッセルイン上野入谷駅前 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
223,stage-075-1,ホテルJALシティ関内 横浜,神奈川県,日本大通り,https://www.jalan.net/yad362892/,ホテルＪＡＬシティ関内横浜,verified,ホテルＪＡＬシティ関内横浜の施設概要,ホテルＪＡＬシティ関内横浜 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
224,stage-075-2,コンフォートホテル横浜関内,神奈川県,関内,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,コンフォートホテル横浜関内の施設概要,コンフォートホテル横浜関内 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
225,stage-075-3,ダイワロイネットホテル横浜公園,神奈川県,日本大通り・関内,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,ダイワロイネットホテル横浜公園の施設概要,ダイワロイネットホテル横浜公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
226,stage-076-1,ホテルJALシティ関内 横浜,神奈川県,日本大通り,https://www.jalan.net/yad362892/,ホテルＪＡＬシティ関内横浜,verified,ホテルＪＡＬシティ関内横浜の施設概要,ホテルＪＡＬシティ関内横浜 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
227,stage-076-2,コンフォートホテル横浜関内,神奈川県,関内,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,コンフォートホテル横浜関内の施設概要,コンフォートホテル横浜関内 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
228,stage-076-3,ダイワロイネットホテル横浜公園,神奈川県,日本大通り・関内,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,ダイワロイネットホテル横浜公園の施設概要,ダイワロイネットホテル横浜公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
229,stage-077-1,横浜桜木町ワシントンホテル,神奈川県,桜木町,https://www.jalan.net/yad322644/,横浜桜木町ワシントンホテル,verified,横浜桜木町ワシントンホテルの施設概要,横浜桜木町ワシントンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
230,stage-077-2,ニューオータニイン横浜プレミアム,神奈川県,桜木町,https://www.jalan.net/yad362198/,ニューオータニイン横浜プレミアム,verified,ニューオータニイン横浜プレミアムの施設概要,ニューオータニイン横浜プレミアム - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
231,stage-077-3,相鉄フレッサイン 横浜桜木町,神奈川県,馬車道,https://www.jalan.net/yad369618/,相鉄フレッサイン横浜桜木町,verified,相鉄フレッサイン横浜桜木町の施設概要,相鉄フレッサイン横浜桜木町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
232,stage-078-1,横浜桜木町ワシントンホテル,神奈川県,桜木町,https://www.jalan.net/yad322644/,横浜桜木町ワシントンホテル,verified,横浜桜木町ワシントンホテルの施設概要,横浜桜木町ワシントンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
233,stage-078-2,ニューオータニイン横浜プレミアム,神奈川県,桜木町,https://www.jalan.net/yad362198/,ニューオータニイン横浜プレミアム,verified,ニューオータニイン横浜プレミアムの施設概要,ニューオータニイン横浜プレミアム - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
234,stage-078-3,相鉄フレッサイン 横浜桜木町,神奈川県,馬車道,https://www.jalan.net/yad369618/,相鉄フレッサイン横浜桜木町,verified,相鉄フレッサイン横浜桜木町の施設概要,相鉄フレッサイン横浜桜木町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
235,stage-079-1,横浜桜木町ワシントンホテル,神奈川県,桜木町,https://www.jalan.net/yad322644/,横浜桜木町ワシントンホテル,verified,横浜桜木町ワシントンホテルの施設概要,横浜桜木町ワシントンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
236,stage-079-2,ニューオータニイン横浜プレミアム,神奈川県,桜木町,https://www.jalan.net/yad362198/,ニューオータニイン横浜プレミアム,verified,ニューオータニイン横浜プレミアムの施設概要,ニューオータニイン横浜プレミアム - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
237,stage-079-3,相鉄フレッサイン 横浜桜木町,神奈川県,馬車道,https://www.jalan.net/yad369618/,相鉄フレッサイン横浜桜木町,verified,相鉄フレッサイン横浜桜木町の施設概要,相鉄フレッサイン横浜桜木町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
238,stage-080-1,ホテルJALシティ関内 横浜,神奈川県,日本大通り,https://www.jalan.net/yad362892/,ホテルＪＡＬシティ関内横浜,verified,ホテルＪＡＬシティ関内横浜の施設概要,ホテルＪＡＬシティ関内横浜 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
239,stage-080-2,コンフォートホテル横浜関内,神奈川県,関内,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,コンフォートホテル横浜関内の施設概要,コンフォートホテル横浜関内 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
240,stage-080-3,ダイワロイネットホテル横浜公園,神奈川県,日本大通り・関内,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,ダイワロイネットホテル横浜公園の施設概要,ダイワロイネットホテル横浜公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
241,stage-081-1,ホテルJALシティ関内 横浜,神奈川県,日本大通り,https://www.jalan.net/yad362892/,ホテルＪＡＬシティ関内横浜,verified,ホテルＪＡＬシティ関内横浜の施設概要,ホテルＪＡＬシティ関内横浜 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
242,stage-081-2,コンフォートホテル横浜関内,神奈川県,関内,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,コンフォートホテル横浜関内の施設概要,コンフォートホテル横浜関内 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
243,stage-081-3,ダイワロイネットホテル横浜公園,神奈川県,日本大通り・関内,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,ダイワロイネットホテル横浜公園の施設概要,ダイワロイネットホテル横浜公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
244,stage-082-1,ホテルJALシティ関内 横浜,神奈川県,日本大通り,https://www.jalan.net/yad362892/,ホテルＪＡＬシティ関内横浜,verified,ホテルＪＡＬシティ関内横浜の施設概要,ホテルＪＡＬシティ関内横浜 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
245,stage-082-2,コンフォートホテル横浜関内,神奈川県,関内,https://www.jalan.net/yad332780/,コンフォートホテル横浜関内,verified,コンフォートホテル横浜関内の施設概要,コンフォートホテル横浜関内 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
246,stage-082-3,ダイワロイネットホテル横浜公園,神奈川県,日本大通り・関内,https://www.jalan.net/yad385556/,ダイワロイネットホテル横浜公園,verified,ダイワロイネットホテル横浜公園の施設概要,ダイワロイネットホテル横浜公園 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
247,stage-083-1,横浜桜木町ワシントンホテル,神奈川県,桜木町,https://www.jalan.net/yad322644/,横浜桜木町ワシントンホテル,verified,横浜桜木町ワシントンホテルの施設概要,横浜桜木町ワシントンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
248,stage-083-2,ニューオータニイン横浜プレミアム,神奈川県,桜木町,https://www.jalan.net/yad362198/,ニューオータニイン横浜プレミアム,verified,ニューオータニイン横浜プレミアムの施設概要,ニューオータニイン横浜プレミアム - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
249,stage-083-3,相鉄フレッサイン 横浜桜木町,神奈川県,馬車道,https://www.jalan.net/yad369618/,相鉄フレッサイン横浜桜木町,verified,相鉄フレッサイン横浜桜木町の施設概要,相鉄フレッサイン横浜桜木町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
250,stage-084-1,横浜桜木町ワシントンホテル,神奈川県,桜木町,https://www.jalan.net/yad322644/,横浜桜木町ワシントンホテル,verified,横浜桜木町ワシントンホテルの施設概要,横浜桜木町ワシントンホテル - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
251,stage-084-2,ニューオータニイン横浜プレミアム,神奈川県,桜木町,https://www.jalan.net/yad362198/,ニューオータニイン横浜プレミアム,verified,ニューオータニイン横浜プレミアムの施設概要,ニューオータニイン横浜プレミアム - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
252,stage-084-3,相鉄フレッサイン 横浜桜木町,神奈川県,馬車道,https://www.jalan.net/yad369618/,相鉄フレッサイン横浜桜木町,verified,相鉄フレッサイン横浜桜木町の施設概要,相鉄フレッサイン横浜桜木町 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
253,stage-085-1,メルキュール横須賀,神奈川県,汐入,https://www.jalan.net/yad364572/,メルキュールホテル横須賀,verified_fuzzy,メルキュールホテル横須賀の施設概要,メルキュールホテル横須賀 - 宿泊予約は＜じゃらんnet＞,0.6923,True,review_name,
254,stage-085-2,ホテルニューヨコスカ,神奈川県,横須賀中央,https://www.jalan.net/yad325291/,横須賀を体感。アメリカンムード漂う ホテルニューヨコスカ,verified,横須賀を体感。アメリカンムード漂う ホテルニューヨコスカの施設概要,横須賀を体感。アメリカンムード漂う ホテルニューヨコスカ - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
255,stage-085-3,セントラルホテル横須賀,神奈川県,横須賀中央,https://www.jalan.net/yad308664/,セントラルホテル 横須賀,verified,セントラルホテル 横須賀の施設概要,セントラルホテル 横須賀 - 宿泊予約は＜じゃらんnet＞,0.97,True,match,
