no,id,hotel_name,venue_name,venue_id,venue_number,rank,jalan_yad_no,jalan_url,jalan_url_source,jalan_match_score,jalan_matched_title
544,stage-182-1,ホテルクエスト清水,静岡市清水文化会館マリナート 大ホール,stage-182,182,1,,,unresolved,0,
545,stage-182-2,東横INN静岡清水駅前,静岡市清水文化会館マリナート 大ホール,stage-182,182,2,,,unresolved,0,
546,stage-182-3,シーグランデ清水ステーションホテル,静岡市清水文化会館マリナート 大ホール,stage-182,182,3,,,unresolved,0,
547,stage-183-1,オークラアクトシティホテル浜松,アクトシティ浜松 大ホール,stage-183,183,1,,,unresolved,0,
548,stage-183-2,ダイワロイネットホテル浜松,アクトシティ浜松 大ホール,stage-183,183,2,,,unresolved,0,
549,stage-183-3,コンフォートホテル浜松,アクトシティ浜松 大ホール,stage-183,183,3,,,unresolved,0,
550,stage-184-1,富士山三島東急ホテル,三島市民文化会館 ゆうゆうホール 大ホール,stage-184,184,1,,,unresolved,0,
551,stage-184-2,ドーミーイン三島,三島市民文化会館 ゆうゆうホール 大ホール,stage-184,184,2,,,unresolved,0,
552,stage-184-3,東横INN富士山三島駅,三島市民文化会館 ゆうゆうホール 大ホール,stage-184,184,3,,,unresolved,0,
553,stage-185-1,ダイワロイネットホテルぬまづ,沼津市民文化センター 大ホール,stage-185,185,1,,,unresolved,0,
554,stage-185-2,ホテルミワ,沼津市民文化センター 大ホール,stage-185,185,2,,,unresolved,0,
555,stage-185-3,ココチホテル沼津,沼津市民文化センター 大ホール,stage-185,185,3,,,unresolved,0,
556,stage-186-1,ホテル西村,富士市文化会館ロゼシアター 大ホール,stage-186,186,1,,,unresolved,0,
557,stage-186-2,くれたけイン富士山,富士市文化会館ロゼシアター 大ホール,stage-186,186,2,,,unresolved,0,
558,stage-186-3,ホテルルートイン富士中央公園東,富士市文化会館ロゼシアター 大ホール,stage-186,186,3,,,unresolved,0,
559,stage-187-1,ホテル阪急レスパイア大阪,梅田芸術劇場 メインホール,stage-187,187,1,,,unresolved,0,
560,stage-187-2,ホテルインターゲート大阪 梅田,梅田芸術劇場 メインホール,stage-187,187,2,,,unresolved,0,
561,stage-187-3,アパホテル&リゾート〈大阪梅田駅タワー〉,梅田芸術劇場 メインホール,stage-187,187,3,,,unresolved,0,
562,stage-188-1,ホテル阪急レスパイア大阪,梅田芸術劇場 シアター・ドラマシティ,stage-188,188,1,,,unresolved,0,
563,stage-188-2,ホテルインターゲート大阪 梅田,梅田芸術劇場 シアター・ドラマシティ,stage-188,188,2,,,unresolved,0,
564,stage-188-3,アパホテル&リゾート〈大阪梅田駅タワー〉,梅田芸術劇場 シアター・ドラマシティ,stage-188,188,3,,,unresolved,0,
565,stage-189-1,ホテル阪急レスパイア大阪,SkyシアターMBS,stage-189,189,1,,,unresolved,0,
566,stage-189-2,ホテルインターゲート大阪 梅田,SkyシアターMBS,stage-189,189,2,,,unresolved,0,
567,stage-189-3,アパホテル&リゾート〈大阪梅田駅タワー〉,SkyシアターMBS,stage-189,189,3,,,unresolved,0,
568,stage-190-1,ホテル京阪 天満橋駅前,COOL JAPAN PARK OSAKA WWホール,stage-190,190,1,,,unresolved,0,
569,stage-190-2,アパホテル〈大阪谷町四丁目駅前〉,COOL JAPAN PARK OSAKA WWホール,stage-190,190,2,,,unresolved,0,
570,stage-190-3,ホテル・ザ・ルーテル,COOL JAPAN PARK OSAKA WWホール,stage-190,190,3,,,unresolved,0,
571,stage-191-1,ホテル京阪 天満橋駅前,COOL JAPAN PARK OSAKA TTホール,stage-191,191,1,,,unresolved,0,
572,stage-191-2,アパホテル〈大阪谷町四丁目駅前〉,COOL JAPAN PARK OSAKA TTホール,stage-191,191,2,,,unresolved,0,
573,stage-191-3,ホテル・ザ・ルーテル,COOL JAPAN PARK OSAKA TTホール,stage-191,191,3,,,unresolved,0,
574,stage-192-1,ホテル京阪 天満橋駅前,COOL JAPAN PARK OSAKA SSホール,stage-192,192,1,,,unresolved,0,
575,stage-192-2,アパホテル〈大阪谷町四丁目駅前〉,COOL JAPAN PARK OSAKA SSホール,stage-192,192,2,,,unresolved,0,
576,stage-192-3,ホテル・ザ・ルーテル,COOL JAPAN PARK OSAKA SSホール,stage-192,192,3,,,unresolved,0,
577,stage-193-1,都シティ 大阪天王寺,新歌舞伎座,stage-193,193,1,,,unresolved,0,
578,stage-193-2,ヴィアインあべの天王寺,新歌舞伎座,stage-193,193,2,,,unresolved,0,
579,stage-193-3,アパホテル〈天王寺駅前〉,新歌舞伎座,stage-193,193,3,,,unresolved,0,
580,stage-194-1,相鉄フレッサイン 大阪なんば駅前,大阪松竹座,stage-194,194,1,,,unresolved,0,
581,stage-194-2,ホテルグレイスリー大阪なんば,大阪松竹座,stage-194,194,2,,,unresolved,0,
582,stage-194-3,アパホテル〈なんば駅東〉,大阪松竹座,stage-194,194,3,,,unresolved,0,
583,stage-195-1,ヴィアインプライム心斎橋四ツ橋,オリックス劇場,stage-195,195,1,,,unresolved,0,
584,stage-195-2,ハートンホテル心斎橋,オリックス劇場,stage-195,195,2,,,unresolved,0,
585,stage-195-3,ホテルマイステイズ心斎橋,オリックス劇場,stage-195,195,3,,,unresolved,0,
586,stage-196-1,ホテル阪急レスパイア大阪,サンケイホールブリーゼ,stage-196,196,1,,,unresolved,0,
587,stage-196-2,ホテルインターゲート大阪 梅田,サンケイホールブリーゼ,stage-196,196,2,,,unresolved,0,
588,stage-196-3,アパホテル&リゾート〈大阪梅田駅タワー〉,サンケイホールブリーゼ,stage-196,196,3,,,unresolved,0,
589,stage-197-1,都シティ 大阪天王寺,近鉄アート館,stage-197,197,1,,,unresolved,0,
590,stage-197-2,ヴィアインあべの天王寺,近鉄アート館,stage-197,197,2,,,unresolved,0,
591,stage-197-3,アパホテル〈天王寺駅前〉,近鉄アート館,stage-197,197,3,,,unresolved,0,
592,stage-198-1,ホテル京阪 天満橋駅前,森ノ宮ピロティホール,stage-198,198,1,,,unresolved,0,
593,stage-198-2,アパホテル〈大阪谷町四丁目駅前〉,森ノ宮ピロティホール,stage-198,198,2,,,unresolved,0,
594,stage-198-3,ホテル・ザ・ルーテル,森ノ宮ピロティホール,stage-198,198,3,,,unresolved,0,
595,stage-199-1,ホテル京阪 天満橋駅前,NHK大阪ホール,stage-199,199,1,,,unresolved,0,
596,stage-199-2,アパホテル〈大阪谷町四丁目駅前〉,NHK大阪ホール,stage-199,199,2,,,unresolved,0,
597,stage-199-3,ホテル・ザ・ルーテル,NHK大阪ホール,stage-199,199,3,,,unresolved,0,
598,stage-200-1,ホテル京阪 天満橋駅前,松下IMPホール,stage-200,200,1,,,unresolved,0,
599,stage-200-2,アパホテル〈大阪谷町四丁目駅前〉,松下IMPホール,stage-200,200,2,,,unresolved,0,
600,stage-200-3,ホテル・ザ・ルーテル,松下IMPホール,stage-200,200,3,,,unresolved,0,
601,stage-201-1,ホテル阪急レスパイア大阪,HEP HALL,stage-201,201,1,,,unresolved,0,
602,stage-201-2,ホテルインターゲート大阪 梅田,HEP HALL,stage-201,201,2,,,unresolved,0,
603,stage-201-3,アパホテル&リゾート〈大阪梅田駅タワー〉,HEP HALL,stage-201,201,3,,,unresolved,0,
604,stage-202-1,相鉄フレッサイン 大阪なんば駅前,YES THEATER,stage-202,202,1,,,unresolved,0,
605,stage-202-2,ホテルグレイスリー大阪なんば,YES THEATER,stage-202,202,2,,,unresolved,0,
606,stage-202-3,アパホテル〈なんば駅東〉,YES THEATER,stage-202,202,3,,,unresolved,0,
607,stage-203-1,ホテル アゴーラ リージェンシー 大阪堺,堺市民芸術文化ホール フェニーチェ堺 大ホール,stage-203,203,1,,,unresolved,0,
608,stage-203-2,ダイワロイネットホテル大阪堺東,堺市民芸術文化ホール フェニーチェ堺 大ホール,stage-203,203,2,,,unresolved,0,
609,stage-203-3,コンフォートホテル堺,堺市民芸術文化ホール フェニーチェ堺 大ホール,stage-203,203,3,,,unresolved,0,
610,stage-204-1,ホテルアベストグランデ高槻,高槻城公園芸術文化劇場 南館 トリシマホール,stage-204,204,1,,,unresolved,0,
611,stage-204-2,高槻W&Mホテル,高槻城公園芸術文化劇場 南館 トリシマホール,stage-204,204,2,,,unresolved,0,
612,stage-204-3,ワークホテルアネックス天神の湯,高槻城公園芸術文化劇場 南館 トリシマホール,stage-204,204,3,,,unresolved,0,
613,stage-205-1,大江戸温泉物語 箕面観光ホテル,東京建物 Brillia HALL 箕面 大ホール,stage-205,205,1,,,unresolved,0,
614,stage-205-2,新大阪江坂東急REIホテル,東京建物 Brillia HALL 箕面 大ホール,stage-205,205,2,,,unresolved,0,
615,stage-205-3,サニーストンホテル,東京建物 Brillia HALL 箕面 大ホール,stage-205,205,3,,,unresolved,0,
616,stage-206-1,リッチモンドホテル東大阪,東大阪市文化創造館 Dream House 大ホール,stage-206,206,1,,,unresolved,0,
617,stage-206-2,ホテルウィングインターナショナルセレクト東大阪,東大阪市文化創造館 Dream House 大ホール,stage-206,206,2,,,unresolved,0,
618,stage-206-3,U・コミュニティホテル,東大阪市文化創造館 Dream House 大ホール,stage-206,206,3,,,unresolved,0,
619,stage-207-1,ホテルA.P,豊中市立文化芸術センター 大ホール,stage-207,207,1,,,unresolved,0,
620,stage-207-2,東横INN大阪伊丹空港,豊中市立文化芸術センター 大ホール,stage-207,207,2,,,unresolved,0,
621,stage-207-3,グリーンリッチホテル大阪空港前,豊中市立文化芸術センター 大ホール,stage-207,207,3,,,unresolved,0,
622,stage-208-1,ラ・ジェント・ホテル大阪ベイ,Zepp Osaka Bayside,stage-208,208,1,,,unresolved,0,
623,stage-208-2,ザ シンギュラリ ホテル&スカイスパ アット ユニバーサル・スタジオ・ジャパン,Zepp Osaka Bayside,stage-208,208,2,,,unresolved,0,
624,stage-208-3,ホテル京阪 ユニバーサル・タワー,Zepp Osaka Bayside,stage-208,208,3,,,unresolved,0,
625,stage-209-1,ANAクラウンプラザホテル神戸,AiiA 2.5 Theater Kobe,stage-209,209,1,,,unresolved,0,
626,stage-209-2,ホテルピエナ神戸,AiiA 2.5 Theater Kobe,stage-209,209,2,,,unresolved,0,
627,stage-209-3,神戸北野ホテル,AiiA 2.5 Theater Kobe,stage-209,209,3,,,unresolved,0,
628,stage-210-1,神戸ルミナスホテル三宮,神戸国際会館こくさいホール,stage-210,210,1,,,unresolved,0,
629,stage-210-2,ダイワロイネットホテル神戸三宮 PREMIER,神戸国際会館こくさいホール,stage-210,210,2,,,unresolved,0,
630,stage-210-3,コンフォートホテルERA神戸三宮,神戸国際会館こくさいホール,stage-210,210,3,,,unresolved,0,
631,stage-211-1,ホテルヒューイット甲子園,兵庫県立芸術文化センター 阪急 中ホール,stage-211,211,1,,,unresolved,0,
632,stage-211-2,ホテル甲子園,兵庫県立芸術文化センター 阪急 中ホール,stage-211,211,2,,,unresolved,0,
633,stage-211-3,都ホテル 尼崎,兵庫県立芸術文化センター 阪急 中ホール,stage-211,211,3,,,unresolved,0,
634,stage-212-1,神戸ホテルジュラク,神戸文化ホール 大ホール,stage-212,212,1,,,unresolved,0,
635,stage-212-2,センチュリオンホテル グランド神戸駅前,神戸文化ホール 大ホール,stage-212,212,2,,,unresolved,0,
636,stage-212-3,神戸シティガーデンズホテル,神戸文化ホール 大ホール,stage-212,212,3,,,unresolved,0,
637,stage-213-1,神戸ルミナスホテル三宮,神戸朝日ホール,stage-213,213,1,,,unresolved,0,
638,stage-213-2,ダイワロイネットホテル神戸三宮 PREMIER,神戸朝日ホール,stage-213,213,2,,,unresolved,0,
639,stage-213-3,コンフォートホテルERA神戸三宮,神戸朝日ホール,stage-213,213,3,,,unresolved,0,
640,stage-214-1,ホテルモントレ姫路,アクリエひめじ 大ホール,stage-214,214,1,,,unresolved,0,
641,stage-214-2,ダイワロイネットホテル姫路,アクリエひめじ 大ホール,stage-214,214,2,,,unresolved,0,
642,stage-214-3,リッチモンドホテル姫路,アクリエひめじ 大ホール,stage-214,214,3,,,unresolved,0,
643,stage-215-1,都ホテル 尼崎,あましんアルカイックホール,stage-215,215,1,,,unresolved,0,
644,stage-215-2,ホテルヴィスキオ尼崎,あましんアルカイックホール,stage-215,215,2,,,unresolved,0,
645,stage-215-3,尼崎プラザホテル 阪神尼崎,あましんアルカイックホール,stage-215,215,3,,,unresolved,0,
646,stage-216-1,ホテルウィングインターナショナルプレミアム京都三条,ロームシアター京都 メインホール,stage-216,216,1,,,unresolved,0,
647,stage-216-2,ホテルマテリアル,ロームシアター京都 メインホール,stage-216,216,2,,,unresolved,0,
648,stage-216-3,ウェスティン都ホテル京都,ロームシアター京都 メインホール,stage-216,216,3,,,unresolved,0,
649,stage-217-1,ホテルウィングインターナショナルプレミアム京都三条,ロームシアター京都 サウスホール,stage-217,217,1,,,unresolved,0,
650,stage-217-2,ホテルマテリアル,ロームシアター京都 サウスホール,stage-217,217,2,,,unresolved,0,
651,stage-217-3,ウェスティン都ホテル京都,ロームシアター京都 サウスホール,stage-217,217,3,,,unresolved,0,
652,stage-218-1,都ホテル 京都八条,京都劇場,stage-218,218,1,,,unresolved,0,
653,stage-218-2,ダイワロイネットホテル京都テラス八条 PREMIER,京都劇場,stage-218,218,2,,,unresolved,0,
654,stage-218-3,ヴィアインプライム京都駅八条口,京都劇場,stage-218,218,3,,,unresolved,0,
655,stage-219-1,ホテルミュッセ京都四条河原町名鉄,南座,stage-219,219,1,,,unresolved,0,
656,stage-219-2,京都セントラルイン,南座,stage-219,219,2,,,unresolved,0,
657,stage-219-3,ホテルフォルツァ京都四条河原町,南座,stage-219,219,3,,,unresolved,0,
658,stage-220-1,ホテル日航奈良,なら100年会館 大ホール,stage-220,220,1,,,unresolved,0,
659,stage-220-2,ダイワロイネットホテル奈良,なら100年会館 大ホール,stage-220,220,2,,,unresolved,0,
660,stage-220-3,天然温泉 吉野桜の湯 御宿 野乃 奈良,なら100年会館 大ホール,stage-220,220,3,,,unresolved,0,
661,stage-221-1,びわ湖ホテル,滋賀県立芸術劇場 びわ湖ホール 大ホール,stage-221,221,1,,,unresolved,0,
662,stage-221-2,HOTEL 講 大津百町,滋賀県立芸術劇場 びわ湖ホール 大ホール,stage-221,221,2,,,unresolved,0,
663,stage-221-3,東横INN京都琵琶湖大津,滋賀県立芸術劇場 びわ湖ホール 大ホール,stage-221,221,3,,,unresolved,0,
664,stage-222-1,ダイワロイネットホテル和歌山,和歌山県民文化会館 大ホール,stage-222,222,1,,,unresolved,0,
665,stage-222-2,天然温泉 紀州の湯 ドーミーインPREMIUM和歌山,和歌山県民文化会館 大ホール,stage-222,222,2,,,unresolved,0,
666,stage-222-3,コンフォートホテル和歌山,和歌山県民文化会館 大ホール,stage-222,222,3,,,unresolved,0,
667,stage-223-1,三井ガーデンホテル岡山,岡山芸術創造劇場 ハレノワ 大劇場,stage-223,223,1,,,unresolved,0,
668,stage-223-2,ダイワロイネットホテル岡山駅前,岡山芸術創造劇場 ハレノワ 大劇場,stage-223,223,2,,,unresolved,0,
669,stage-223-3,ホテルグランヴィア岡山,岡山芸術創造劇場 ハレノワ 大劇場,stage-223,223,3,,,unresolved,0,
670,stage-224-1,倉敷アイビースクエア,倉敷市民会館,stage-224,224,1,,,unresolved,0,
671,stage-224-2,ロイヤルパークホテル倉敷,倉敷市民会館,stage-224,224,2,,,unresolved,0,
672,stage-224-3,センチュリオンホテル&スパ倉敷,倉敷市民会館,stage-224,224,3,,,unresolved,0,
673,stage-225-1,三井ガーデンホテル広島,広島文化学園HBGホール,stage-225,225,1,,,unresolved,0,
674,stage-225-2,ダイワロイネットホテル広島,広島文化学園HBGホール,stage-225,225,2,,,unresolved,0,
675,stage-225-3,ホテルインターゲート広島,広島文化学園HBGホール,stage-225,225,3,,,unresolved,0,
676,stage-226-1,ホテルスイート広島 白島,上野学園ホール,stage-226,226,1,,,unresolved,0,
677,stage-226-2,ヴィアインプライム広島新幹線口,上野学園ホール,stage-226,226,2,,,unresolved,0,
678,stage-226-3,ダイワロイネットホテル広島駅前,上野学園ホール,stage-226,226,3,,,unresolved,0,
679,stage-227-1,三井ガーデンホテル広島,JMSアステールプラザ 大ホール,stage-227,227,1,,,unresolved,0,
680,stage-227-2,ダイワロイネットホテル広島,JMSアステールプラザ 大ホール,stage-227,227,2,,,unresolved,0,
681,stage-227-3,ホテルインターゲート広島,JMSアステールプラザ 大ホール,stage-227,227,3,,,unresolved,0,
682,stage-228-1,呉阪急ホテル,呉信用金庫ホール,stage-228,228,1,,,unresolved,0,
683,stage-228-2,コンフォートホテル呉,呉信用金庫ホール,stage-228,228,2,,,unresolved,0,
684,stage-228-3,クレイトンベイホテル,呉信用金庫ホール,stage-228,228,3,,,unresolved,0,
685,stage-229-1,福山ニューキャッスルホテル,ふくやま芸術文化ホール リーデンローズ 大ホール,stage-229,229,1,,,unresolved,0,
686,stage-229-2,ダイワロイネットホテル福山駅前,ふくやま芸術文化ホール リーデンローズ 大ホール,stage-229,229,2,,,unresolved,0,
687,stage-229-3,リッチモンドホテル福山駅前,ふくやま芸術文化ホール リーデンローズ 大ホール,stage-229,229,3,,,unresolved,0,
688,stage-230-1,コンフォートホテル新山口,KDDI維新ホール メインホール,stage-230,230,1,,,unresolved,0,
689,stage-230-2,東横INN新山口駅新幹線口,KDDI維新ホール メインホール,stage-230,230,2,,,unresolved,0,
690,stage-230-3,ホテルアクティブ!山口,KDDI維新ホール メインホール,stage-230,230,3,,,unresolved,0,
691,stage-231-1,松江エクセルホテル東急,島根県民会館 大ホール,stage-231,231,1,,,unresolved,0,
692,stage-231-2,ドーミーインEXPRESS松江,島根県民会館 大ホール,stage-231,231,2,,,unresolved,0,
693,stage-231-3,ホテルルートイン松江,島根県民会館 大ホール,stage-231,231,3,,,unresolved,0,
694,stage-232-1,ANAクラウンプラザホテル米子,米子コンベンションセンター BiG SHiP 多目的ホール,stage-232,232,1,,,unresolved,0,
695,stage-232-2,グリーンリッチホテル米子駅前,米子コンベンションセンター BiG SHiP 多目的ホール,stage-232,232,2,,,unresolved,0,
696,stage-232-3,東横INN米子駅前,米子コンベンションセンター BiG SHiP 多目的ホール,stage-232,232,3,,,unresolved,0,
697,stage-233-1,JRホテルクレメント高松,レクザムホール 大ホール,stage-233,233,1,,,unresolved,0,
698,stage-233-2,ダイワロイネットホテル高松,レクザムホール 大ホール,stage-233,233,2,,,unresolved,0,
699,stage-233-3,コンフォートホテル高松,レクザムホール 大ホール,stage-233,233,3,,,unresolved,0,
700,stage-234-1,JRホテルクレメント徳島,あわぎんホール,stage-234,234,1,,,unresolved,0,
701,stage-234-2,ダイワロイネットホテル徳島駅前,あわぎんホール,stage-234,234,2,,,unresolved,0,
702,stage-234-3,スマイルホテル徳島,あわぎんホール,stage-234,234,3,,,unresolved,0,
703,stage-235-1,ANAクラウンプラザホテル松山,愛媛県県民文化会館 メインホール,stage-235,235,1,,,unresolved,0,
704,stage-235-2,ダイワロイネットホテル松山,愛媛県県民文化会館 メインホール,stage-235,235,2,,,unresolved,0,
705,stage-235-3,コンフォートホテル松山,愛媛県県民文化会館 メインホール,stage-235,235,3,,,unresolved,0,
706,stage-236-1,ザ クラウンパレス新阪急高知,高知県立県民文化ホール オレンジホール,stage-236,236,1,,,unresolved,0,
707,stage-236-2,ドーミーイン高知,高知県立県民文化ホール オレンジホール,stage-236,236,2,,,unresolved,0,
708,stage-236-3,コンフォートホテル高知,高知県立県民文化ホール オレンジホール,stage-236,236,3,,,unresolved,0,
709,stage-237-1,三井ガーデンホテル福岡祇園,博多座,stage-237,237,1,,,unresolved,0,
710,stage-237-2,西鉄ホテル クルーム博多祇園 櫛田神社前,博多座,stage-237,237,2,,,unresolved,0,
711,stage-237-3,ホテルリソルトリニティ博多,博多座,stage-237,237,3,,,unresolved,0,
712,stage-238-1,三井ガーデンホテル福岡祇園,キャナルシティ劇場,stage-238,238,1,,,unresolved,0,
713,stage-238-2,西鉄ホテル クルーム博多祇園 櫛田神社前,キャナルシティ劇場,stage-238,238,2,,,unresolved,0,
714,stage-238-3,ホテルリソルトリニティ博多,キャナルシティ劇場,stage-238,238,3,,,unresolved,0,
715,stage-239-1,ホテル博多プレイス,福岡市民ホール 大ホール,stage-239,239,1,,,unresolved,0,
716,stage-239-2,ザ・ワンファイブマリン福岡,福岡市民ホール 大ホール,stage-239,239,2,,,unresolved,0,
717,stage-239-3,ホテルニューガイア上呉服,福岡市民ホール 大ホール,stage-239,239,3,,,unresolved,0,
718,stage-240-1,ホテル博多プレイス,福岡サンパレス ホテル&ホール コンサートホール,stage-240,240,1,,,unresolved,0,
719,stage-240-2,ザ・ワンファイブマリン福岡,福岡サンパレス ホテル&ホール コンサートホール,stage-240,240,2,,,unresolved,0,
720,stage-240-3,ホテルニューガイア上呉服,福岡サンパレス ホテル&ホール コンサートホール,stage-240,240,3,,,unresolved,0,
721,stage-241-1,JR九州ステーションホテル小倉,北九州メッセ,stage-241,241,1,,,unresolved,0,
722,stage-241-2,ダイワロイネットホテル小倉駅前,北九州メッセ,stage-241,241,2,,,unresolved,0,
723,stage-241-3,クインテッサホテル小倉 Comic & Books,北九州メッセ,stage-241,241,3,,,unresolved,0,
724,stage-242-1,JR九州ステーションホテル小倉,J:COM北九州芸術劇場 大ホール,stage-242,242,1,,,unresolved,0,
725,stage-242-2,ダイワロイネットホテル小倉駅前,J:COM北九州芸術劇場 大ホール,stage-242,242,2,,,unresolved,0,
726,stage-242-3,クインテッサホテル小倉 Comic & Books,J:COM北九州芸術劇場 大ホール,stage-242,242,3,,,unresolved,0,
727,stage-243-1,ザ・セレクトン久留米,久留米シティプラザ ザ・グランドホール,stage-243,243,1,,,unresolved,0,
728,stage-243-2,グリーンリッチホテル久留米,久留米シティプラザ ザ・グランドホール,stage-243,243,2,,,unresolved,0,
729,stage-243-3,久留米ワシントンホテルプラザ,久留米シティプラザ ザ・グランドホール,stage-243,243,3,,,unresolved,0,
730,stage-244-1,KOKO HOTEL Premier 熊本,熊本城ホール メインホール,stage-244,244,1,,,unresolved,0,
731,stage-244-2,ダイワロイネットホテル熊本銀座通り PREMIER,熊本城ホール メインホール,stage-244,244,2,,,unresolved,0,
732,stage-244-3,三井ガーデンホテル熊本,熊本城ホール メインホール,stage-244,244,3,,,unresolved,0,
733,stage-245-1,KOKO HOTEL Premier 熊本,熊本県立劇場 演劇ホール,stage-245,245,1,,,unresolved,0,
734,stage-245-2,ダイワロイネットホテル熊本銀座通り PREMIER,熊本県立劇場 演劇ホール,stage-245,245,2,,,unresolved,0,
735,stage-245-3,三井ガーデンホテル熊本,熊本県立劇場 演劇ホール,stage-245,245,3,,,unresolved,0,
736,stage-246-1,JR九州ホテル ブラッサム大分,iichikoグランシアタ,stage-246,246,1,,,unresolved,0,
737,stage-246-2,ダイワロイネットホテル大分,iichikoグランシアタ,stage-246,246,2,,,unresolved,0,
738,stage-246-3,ホテル日航大分 オアシスタワー,iichikoグランシアタ,stage-246,246,3,,,unresolved,0,
739,stage-247-1,JR九州ホテル長崎,ベネックス長崎ブリックホール 大ホール,stage-247,247,1,,,unresolved,0,
740,stage-247-2,ホテルフォルツァ長崎,ベネックス長崎ブリックホール 大ホール,stage-247,247,2,,,unresolved,0,
741,stage-247-3,ドーミーインPREMIUM長崎駅前,ベネックス長崎ブリックホール 大ホール,stage-247,247,3,,,unresolved,0,
742,stage-248-1,JR九州ホテル宮崎,メディキット県民文化センター 演劇ホール,stage-248,248,1,,,unresolved,0,
743,stage-248-2,コンフォートホテル宮崎,メディキット県民文化センター 演劇ホール,stage-248,248,2,,,unresolved,0,
744,stage-248-3,ドーミーイン宮崎,メディキット県民文化センター 演劇ホール,stage-248,248,3,,,unresolved,0,
745,stage-249-1,JR九州ホテル鹿児島,川商ホール 第1ホール,stage-249,249,1,,,unresolved,0,
746,stage-249-2,ソラリア西鉄ホテル鹿児島,川商ホール 第1ホール,stage-249,249,2,,,unresolved,0,
747,stage-249-3,ダイワロイネットホテル鹿児島天文館 PREMIER,川商ホール 第1ホール,stage-249,249,3,,,unresolved,0,
748,stage-250-1,ホテル コレクティブ,那覇文化芸術劇場なはーと 大劇場,stage-250,250,1,,,unresolved,0,
749,stage-250-2,ダイワロイネットホテル那覇国際通り,那覇文化芸術劇場なはーと 大劇場,stage-250,250,2,,,unresolved,0,
750,stage-250-3,ホテルグレイスリー那覇,那覇文化芸術劇場なはーと 大劇場,stage-250,250,3,,,unresolved,0,
